,submission_id,group,StimID,AnswerCertainty,AnswerPolarity,ContextType,attention_score,reasoning_score,sliderResponse
379,837,relevant,3,high_certainty,negative,positive,1.0,1.0,0.8
380,838,relevant,9,low_certainty,negative,neutral,1.0,0.0,0.63
381,838,relevant,6,low_certainty,positive,negative,1.0,0.0,0.39
382,838,relevant,10,exhaustive,positive,neutral,1.0,0.0,1.0
383,838,relevant,11,high_certainty,positive,positive,1.0,0.0,0.78
384,838,relevant,8,high_certainty,positive,positive,1.0,0.0,0.8
385,838,relevant,2,exhaustive,negative,neutral,1.0,0.0,0.97
386,838,relevant,4,non_answer,,negative,1.0,0.0,0.0
387,838,relevant,5,high_certainty,negative,positive,1.0,0.0,0.38
388,838,relevant,3,low_certainty,negative,negative,1.0,0.0,0.55
389,838,relevant,7,low_certainty,positive,neutral,1.0,0.0,0.59
390,847,relevant,12,low_certainty,negative,negative,1.0,1.0,0.6
391,847,relevant,4,high_certainty,positive,negative,1.0,1.0,0.1
392,847,relevant,6,high_certainty,negative,positive,1.0,1.0,0.75
393,847,relevant,8,exhaustive,positive,neutral,1.0,1.0,1.0
394,847,relevant,9,exhaustive,negative,neutral,1.0,1.0,1.0
395,847,relevant,7,low_certainty,positive,positive,1.0,1.0,0.05
396,847,relevant,3,exhaustive,positive,neutral,1.0,1.0,1.0
397,847,relevant,1,high_certainty,positive,positive,1.0,1.0,0.7
398,847,relevant,10,high_certainty,negative,negative,1.0,1.0,0.05
399,847,relevant,5,non_answer,,negative,1.0,1.0,0.0
400,804,relevant,12,low_certainty,negative,neutral,1.0,0.5,0.7
401,804,relevant,7,low_certainty,positive,neutral,1.0,0.5,0.4
402,804,relevant,3,high_certainty,positive,positive,1.0,0.5,0.75
403,804,relevant,9,exhaustive,positive,negative,1.0,0.5,0.9
404,804,relevant,6,non_answer,,positive,1.0,0.5,0.0
405,804,relevant,11,high_certainty,negative,neutral,1.0,0.5,0.65
406,804,relevant,8,low_certainty,positive,positive,1.0,0.5,0.6
407,804,relevant,4,exhaustive,negative,negative,1.0,0.5,1.0
408,804,relevant,10,high_certainty,negative,negative,1.0,0.5,0.0
409,804,relevant,1,exhaustive,negative,negative,1.0,0.5,1.0
410,810,relevant,7,low_certainty,negative,neutral,1.0,0.5,0.65
411,810,relevant,8,low_certainty,negative,negative,1.0,0.5,0.75
412,810,relevant,11,high_certainty,positive,negative,1.0,0.5,0.9
413,810,relevant,10,low_certainty,positive,negative,1.0,0.5,0.65
414,810,relevant,3,exhaustive,negative,positive,1.0,0.5,1.0
415,810,relevant,9,high_certainty,negative,neutral,1.0,0.5,0.8
416,810,relevant,12,exhaustive,positive,positive,1.0,0.5,1.0
417,810,relevant,5,non_answer,,neutral,1.0,0.5,0.15
418,810,relevant,2,high_certainty,positive,positive,1.0,0.5,0.4
419,810,relevant,6,low_certainty,positive,negative,1.0,0.5,0.25
420,835,relevant,6,low_certainty,positive,neutral,0.0,0.0,0.72
421,835,relevant,3,exhaustive,positive,positive,0.0,0.0,0.96
422,835,relevant,11,high_certainty,positive,negative,0.0,0.0,0.37
423,835,relevant,8,low_certainty,negative,negative,0.0,0.0,0.51
424,835,relevant,4,non_answer,,positive,0.0,0.0,0.07
425,835,relevant,7,high_certainty,negative,neutral,0.0,0.0,0.28
426,835,relevant,1,low_certainty,negative,neutral,0.0,0.0,0.24
427,835,relevant,2,high_certainty,negative,negative,0.0,0.0,0.77
428,835,relevant,12,low_certainty,positive,positive,0.0,0.0,0.37
429,835,relevant,5,exhaustive,negative,neutral,0.0,0.0,0.96
430,805,relevant,5,exhaustive,negative,negative,1.0,0.5,1.0
431,805,relevant,8,non_answer,,positive,1.0,0.5,0.44
432,805,relevant,1,low_certainty,positive,neutral,1.0,0.5,0.62
433,805,relevant,10,exhaustive,positive,positive,1.0,0.5,0.97
434,805,relevant,11,high_certainty,positive,negative,1.0,0.5,0.77
435,805,relevant,9,high_certainty,positive,neutral,1.0,0.5,0.98
436,805,relevant,3,non_answer,,neutral,1.0,0.5,0.14
437,805,relevant,2,low_certainty,negative,positive,1.0,0.5,0.62
438,805,relevant,4,exhaustive,negative,negative,1.0,0.5,0.66
439,805,relevant,12,high_certainty,negative,positive,1.0,0.5,0.69
440,806,relevant,4,high_certainty,negative,neutral,1.0,0.5,0.06
441,806,relevant,8,exhaustive,negative,positive,1.0,0.5,0.08
442,806,relevant,7,exhaustive,positive,negative,1.0,0.5,1.0
443,806,relevant,6,low_certainty,negative,neutral,1.0,0.5,0.59
444,806,relevant,10,non_answer,,positive,1.0,0.5,0.04
445,806,relevant,11,low_certainty,positive,negative,1.0,0.5,0.94
446,806,relevant,1,low_certainty,negative,negative,1.0,0.5,0.13
447,806,relevant,2,exhaustive,negative,neutral,1.0,0.5,0.74
448,806,relevant,3,non_answer,,positive,1.0,0.5,0.06
449,806,relevant,12,high_certainty,positive,negative,1.0,0.5,0.08
450,808,relevant,8,high_certainty,positive,positive,1.0,1.0,0.9
451,808,relevant,10,low_certainty,positive,negative,1.0,1.0,0.43
452,808,relevant,7,exhaustive,positive,positive,1.0,1.0,0.86
453,808,relevant,11,high_certainty,positive,neutral,1.0,1.0,0.69
454,808,relevant,3,low_certainty,negative,neutral,1.0,1.0,0.09
455,808,relevant,6,high_certainty,negative,negative,1.0,1.0,0.82
456,808,relevant,2,low_certainty,positive,positive,1.0,1.0,0.62
457,808,relevant,5,non_answer,,negative,1.0,1.0,0.0
458,808,relevant,12,low_certainty,negative,neutral,1.0,1.0,0.08
459,808,relevant,4,exhaustive,negative,negative,1.0,1.0,0.99
460,811,relevant,1,low_certainty,positive,positive,1.0,0.5,0.67
461,811,relevant,3,high_certainty,negative,neutral,1.0,0.5,0.75
462,811,relevant,2,non_answer,,positive,1.0,0.5,0.01
463,811,relevant,5,exhaustive,negative,negative,1.0,0.5,0.99
464,811,relevant,4,high_certainty,negative,neutral,1.0,0.5,0.24
465,811,relevant,7,low_certainty,negative,negative,1.0,0.5,0.59
466,811,relevant,6,non_answer,,positive,1.0,0.5,0.08
467,811,relevant,11,exhaustive,positive,negative,1.0,0.5,0.99
468,811,relevant,12,high_certainty,positive,neutral,1.0,0.5,0.4
469,811,relevant,8,exhaustive,positive,negative,1.0,0.5,0.98
470,814,relevant,4,high_certainty,positive,neutral,0.0,0.5,1.0
471,814,relevant,7,non_answer,,negative,0.0,0.5,0.0
472,814,relevant,6,low_certainty,positive,negative,0.0,0.5,0.15
473,814,relevant,11,exhaustive,positive,negative,0.0,0.5,0.85
474,814,relevant,8,exhaustive,positive,positive,0.0,0.5,1.0
475,814,relevant,9,exhaustive,negative,positive,0.0,0.5,1.0
476,814,relevant,3,non_answer,,neutral,0.0,0.5,0.01
477,814,relevant,10,high_certainty,negative,neutral,0.0,0.5,0.23
478,814,relevant,2,high_certainty,negative,positive,0.0,0.5,0.89
479,814,relevant,5,low_certainty,negative,negative,0.0,0.5,0.74
480,815,relevant,4,exhaustive,negative,positive,1.0,1.0,1.0
481,815,relevant,9,high_certainty,negative,positive,1.0,1.0,0.48
482,815,relevant,5,high_certainty,positive,negative,1.0,1.0,1.0
483,815,relevant,7,exhaustive,positive,neutral,1.0,1.0,0.87
484,815,relevant,11,exhaustive,positive,neutral,1.0,1.0,1.0
485,815,relevant,12,low_certainty,positive,neutral,1.0,1.0,0.06
486,815,relevant,2,low_certainty,negative,negative,1.0,1.0,0.3
487,815,relevant,10,non_answer,,negative,1.0,1.0,0.0
488,815,relevant,3,low_certainty,positive,positive,1.0,1.0,0.01
489,815,relevant,1,high_certainty,negative,neutral,1.0,1.0,0.0
490,839,relevant,6,high_certainty,negative,neutral,1.0,1.0,0.8
491,839,relevant,10,exhaustive,negative,negative,1.0,1.0,1.0
492,839,relevant,2,low_certainty,positive,positive,1.0,1.0,0.2
493,839,relevant,9,low_certainty,negative,neutral,1.0,1.0,0.3
494,839,relevant,12,non_answer,,negative,1.0,1.0,0.0
495,839,relevant,5,exhaustive,positive,negative,1.0,1.0,1.0
496,839,relevant,7,high_certainty,positive,positive,1.0,1.0,0.64
497,839,relevant,1,low_certainty,negative,positive,1.0,1.0,0.51
498,839,relevant,4,high_certainty,negative,neutral,1.0,1.0,0.0
499,839,relevant,8,non_answer,,negative,1.0,1.0,0.0
500,840,relevant,4,non_answer,,neutral,1.0,0.5,0.06
501,840,relevant,8,exhaustive,negative,positive,1.0,0.5,0.96
502,840,relevant,2,non_answer,,negative,1.0,0.5,0.45
503,840,relevant,11,exhaustive,negative,neutral,1.0,0.5,0.79
504,840,relevant,3,high_certainty,negative,neutral,1.0,0.5,0.89
505,840,relevant,6,exhaustive,positive,positive,1.0,0.5,0.96
506,840,relevant,5,low_certainty,positive,negative,1.0,0.5,0.79
507,840,relevant,10,low_certainty,negative,positive,1.0,0.5,0.69
508,840,relevant,7,high_certainty,positive,negative,1.0,0.5,0.9
509,840,relevant,9,low_certainty,positive,negative,1.0,0.5,0.75
510,841,relevant,1,low_certainty,negative,positive,1.0,0.0,0.33
511,841,relevant,9,high_certainty,positive,positive,1.0,0.0,1.0
512,841,relevant,10,non_answer,,negative,1.0,0.0,0.15
513,841,relevant,7,exhaustive,negative,neutral,1.0,0.0,0.68
514,841,relevant,6,exhaustive,positive,positive,1.0,0.0,0.99
515,841,relevant,5,high_certainty,negative,neutral,1.0,0.0,0.67
516,841,relevant,4,high_certainty,negative,negative,1.0,0.0,0.13
517,841,relevant,11,non_answer,,neutral,1.0,0.0,0.23
518,841,relevant,3,low_certainty,positive,negative,1.0,0.0,0.1
519,841,relevant,12,exhaustive,negative,neutral,1.0,0.0,1.0
520,842,relevant,11,non_answer,,neutral,1.0,1.0,0.23
521,842,relevant,1,exhaustive,positive,negative,1.0,1.0,0.21
522,842,relevant,7,high_certainty,negative,negative,1.0,1.0,0.71
523,842,relevant,8,exhaustive,negative,neutral,1.0,1.0,1.0
524,842,relevant,12,low_certainty,negative,positive,1.0,1.0,0.64
525,842,relevant,2,low_certainty,positive,negative,1.0,1.0,0.37
526,842,relevant,4,high_certainty,positive,neutral,1.0,1.0,0.94
527,842,relevant,6,low_certainty,positive,positive,1.0,1.0,0.13
528,842,relevant,9,low_certainty,negative,positive,1.0,1.0,0.41
529,842,relevant,5,high_certainty,negative,neutral,1.0,1.0,0.01
530,843,relevant,8,low_certainty,negative,positive,1.0,0.5,0.06
531,843,relevant,11,high_certainty,positive,positive,1.0,0.5,0.49
532,843,relevant,9,non_answer,,negative,1.0,0.5,0.0
533,843,relevant,1,low_certainty,negative,neutral,1.0,0.5,0.13
534,843,relevant,7,exhaustive,negative,neutral,1.0,0.5,0.98
535,843,relevant,10,non_answer,,negative,1.0,0.5,0.0
536,843,relevant,2,high_certainty,negative,positive,1.0,0.5,0.15
537,843,relevant,12,exhaustive,positive,neutral,1.0,0.5,1.0
538,843,relevant,5,exhaustive,negative,negative,1.0,0.5,1.0
539,843,relevant,6,low_certainty,positive,positive,1.0,0.5,0.37
540,844,relevant,1,high_certainty,positive,negative,1.0,1.0,0.89
541,844,relevant,6,exhaustive,negative,negative,1.0,1.0,0.97
542,844,relevant,5,low_certainty,negative,positive,1.0,1.0,0.55
543,844,relevant,4,non_answer,,positive,1.0,1.0,0.0
544,844,relevant,11,non_answer,,neutral,1.0,1.0,0.61
545,844,relevant,10,high_certainty,negative,neutral,1.0,1.0,0.31
546,844,relevant,7,low_certainty,positive,neutral,1.0,1.0,0.82
547,844,relevant,2,exhaustive,negative,negative,1.0,1.0,1.0
548,844,relevant,8,exhaustive,positive,positive,1.0,1.0,1.0
549,844,relevant,12,low_certainty,negative,positive,1.0,1.0,0.54
550,845,relevant,1,exhaustive,negative,positive,1.0,0.0,1.0
551,845,relevant,10,low_certainty,positive,positive,1.0,0.0,0.64
552,845,relevant,6,non_answer,,positive,1.0,0.0,0.28
553,845,relevant,3,low_certainty,negative,neutral,1.0,0.0,0.55
554,845,relevant,11,high_certainty,positive,negative,1.0,0.0,0.66
555,845,relevant,2,exhaustive,negative,neutral,1.0,0.0,1.0
556,845,relevant,7,exhaustive,positive,neutral,1.0,0.0,0.81
557,845,relevant,12,high_certainty,positive,negative,1.0,0.0,0.35
558,845,relevant,9,low_certainty,negative,negative,1.0,0.0,0.73
559,845,relevant,8,high_certainty,negative,negative,1.0,0.0,0.51
560,846,relevant,3,high_certainty,negative,neutral,1.0,1.0,0.6
561,846,relevant,4,low_certainty,negative,neutral,1.0,1.0,0.03
562,846,relevant,7,exhaustive,negative,neutral,1.0,1.0,0.3
563,846,relevant,12,low_certainty,negative,negative,1.0,1.0,0.25
564,846,relevant,2,exhaustive,positive,negative,1.0,1.0,0.9
565,846,relevant,11,exhaustive,positive,negative,1.0,1.0,1.0
566,846,relevant,5,non_answer,,positive,1.0,1.0,0.03
567,846,relevant,8,high_certainty,negative,positive,1.0,1.0,0.14
568,846,relevant,1,low_certainty,positive,positive,1.0,1.0,0.16
569,846,relevant,6,high_certainty,positive,positive,1.0,1.0,0.18
570,851,relevant,11,low_certainty,negative,negative,0.0,0.5,0.84
571,851,relevant,10,exhaustive,negative,neutral,0.0,0.5,0.87
572,851,relevant,1,high_certainty,negative,negative,0.0,0.5,0.4
573,851,relevant,3,non_answer,,positive,0.0,0.5,0.1
574,851,relevant,12,exhaustive,negative,positive,0.0,0.5,1.0
575,851,relevant,7,exhaustive,positive,negative,0.0,0.5,0.61
576,851,relevant,9,high_certainty,positive,neutral,0.0,0.5,0.89
577,851,relevant,2,low_certainty,negative,positive,0.0,0.5,0.19
578,851,relevant,6,low_certainty,positive,neutral,0.0,0.5,0.33
579,851,relevant,4,high_certainty,positive,negative,0.0,0.5,0.67
580,852,relevant,3,low_certainty,positive,neutral,0.5,0.5,0.01
581,852,relevant,11,high_certainty,positive,negative,0.5,0.5,0.47
582,852,relevant,4,exhaustive,negative,neutral,0.5,0.5,0.97
583,852,relevant,1,high_certainty,negative,negative,0.5,0.5,0.06
584,852,relevant,7,non_answer,,positive,0.5,0.5,0.01
585,852,relevant,12,exhaustive,positive,neutral,0.5,0.5,0.77
586,852,relevant,8,exhaustive,negative,positive,0.5,0.5,0.96
587,852,relevant,9,low_certainty,negative,positive,0.5,0.5,0.11
588,852,relevant,2,high_certainty,positive,negative,0.5,0.5,0.08
589,852,relevant,10,low_certainty,negative,negative,0.5,0.5,0.05
590,856,relevant,6,high_certainty,negative,neutral,1.0,1.0,0.62
591,856,relevant,3,low_certainty,negative,negative,1.0,1.0,0.36
592,856,relevant,10,exhaustive,negative,neutral,1.0,1.0,1.0
593,856,relevant,11,exhaustive,positive,positive,1.0,1.0,1.0
594,856,relevant,7,high_certainty,negative,positive,1.0,1.0,0.24
595,856,relevant,5,low_certainty,positive,negative,1.0,1.0,0.59
596,856,relevant,1,high_certainty,positive,negative,1.0,1.0,0.74
597,856,relevant,9,high_certainty,positive,positive,1.0,1.0,0.94
598,856,relevant,12,non_answer,,neutral,1.0,1.0,0.0
599,856,relevant,2,exhaustive,positive,neutral,1.0,1.0,1.0
600,848,relevant,3,high_certainty,positive,negative,1.0,1.0,0.3
601,848,relevant,10,exhaustive,positive,neutral,1.0,1.0,1.0
602,848,relevant,1,low_certainty,negative,neutral,1.0,1.0,0.39
603,848,relevant,5,exhaustive,negative,positive,1.0,1.0,1.0
604,848,relevant,8,non_answer,,positive,1.0,1.0,0.0
605,848,relevant,9,non_answer,,positive,1.0,1.0,0.0
606,848,relevant,12,low_certainty,positive,negative,1.0,1.0,0.0
607,848,relevant,4,low_certainty,negative,neutral,1.0,1.0,0.0
608,848,relevant,2,high_certainty,positive,negative,1.0,1.0,0.2
609,848,relevant,11,high_certainty,negative,positive,1.0,1.0,0.3
610,849,relevant,2,low_certainty,positive,negative,1.0,1.0,0.83
611,849,relevant,9,high_certainty,positive,negative,1.0,1.0,0.98
612,849,relevant,5,high_certainty,negative,positive,1.0,1.0,0.6
613,849,relevant,3,non_answer,,positive,1.0,1.0,0.03
614,849,relevant,8,low_certainty,negative,negative,1.0,1.0,0.37
615,849,relevant,6,exhaustive,negative,neutral,1.0,1.0,0.99
616,849,relevant,4,exhaustive,positive,positive,1.0,1.0,1.0
617,849,relevant,12,exhaustive,positive,neutral,1.0,1.0,1.0
618,849,relevant,1,exhaustive,negative,neutral,1.0,1.0,1.0
619,849,relevant,10,high_certainty,positive,negative,1.0,1.0,0.79
620,850,relevant,10,high_certainty,positive,negative,0.0,0.0,0.66
621,850,relevant,4,high_certainty,negative,neutral,0.0,0.0,0.34
622,850,relevant,5,low_certainty,positive,neutral,0.0,0.0,0.63
623,850,relevant,6,low_certainty,negative,positive,0.0,0.0,0.7
624,850,relevant,12,exhaustive,negative,negative,0.0,0.0,0.72
625,850,relevant,11,exhaustive,positive,neutral,0.0,0.0,0.87
626,850,relevant,2,low_certainty,positive,positive,0.0,0.0,0.58
627,850,relevant,1,high_certainty,negative,positive,0.0,0.0,0.63
628,850,relevant,3,non_answer,,negative,0.0,0.0,0.0
629,850,relevant,7,high_certainty,positive,neutral,0.0,0.0,0.67
630,860,relevant,5,high_certainty,negative,positive,1.0,0.0,0.36
631,860,relevant,2,exhaustive,positive,negative,1.0,0.0,0.89
632,860,relevant,11,low_certainty,positive,negative,1.0,0.0,0.79
633,860,relevant,7,exhaustive,negative,neutral,1.0,0.0,0.86
634,860,relevant,12,high_certainty,positive,positive,1.0,0.0,0.75
635,860,relevant,1,low_certainty,positive,neutral,1.0,0.0,0.7
636,860,relevant,6,non_answer,,negative,1.0,0.0,0.16
637,860,relevant,8,low_certainty,negative,positive,1.0,0.0,0.72
638,860,relevant,3,low_certainty,negative,neutral,1.0,0.0,0.27
639,860,relevant,10,non_answer,,positive,1.0,0.0,0.08
640,862,relevant,2,high_certainty,positive,neutral,1.0,0.5,0.45
641,862,relevant,8,exhaustive,negative,neutral,1.0,0.5,1.0
642,862,relevant,6,high_certainty,positive,neutral,1.0,0.5,0.87
643,862,relevant,3,low_certainty,positive,positive,1.0,0.5,0.0
644,862,relevant,4,exhaustive,negative,positive,1.0,0.5,1.0
645,862,relevant,1,non_answer,,negative,1.0,0.5,0.0
646,862,relevant,12,high_certainty,negative,positive,1.0,0.5,0.75
647,862,relevant,11,exhaustive,positive,negative,1.0,0.5,1.0
648,862,relevant,7,low_certainty,negative,negative,1.0,0.5,0.65
649,862,relevant,5,low_certainty,negative,positive,1.0,0.5,0.58
650,853,relevant,7,exhaustive,positive,neutral,1.0,0.5,0.85
651,853,relevant,2,high_certainty,negative,negative,1.0,0.5,0.52
652,853,relevant,11,exhaustive,negative,positive,1.0,0.5,0.9
653,853,relevant,5,low_certainty,positive,negative,1.0,0.5,0.54
654,853,relevant,4,exhaustive,positive,positive,1.0,0.5,1.0
655,853,relevant,6,non_answer,,positive,1.0,0.5,0.0
656,853,relevant,1,high_certainty,positive,neutral,1.0,0.5,0.86
657,853,relevant,3,non_answer,,neutral,1.0,0.5,0.0
658,853,relevant,12,high_certainty,positive,negative,1.0,0.5,0.04
659,853,relevant,8,low_certainty,negative,neutral,1.0,0.5,0.05
660,857,relevant,6,exhaustive,positive,neutral,1.0,0.5,1.0
661,857,relevant,8,exhaustive,negative,negative,1.0,0.5,0.64
662,857,relevant,7,low_certainty,negative,negative,1.0,0.5,0.05
663,857,relevant,5,low_certainty,positive,positive,1.0,0.5,0.05
664,857,relevant,11,high_certainty,positive,positive,1.0,0.5,0.73
665,857,relevant,10,low_certainty,negative,neutral,1.0,0.5,0.07
666,857,relevant,4,non_answer,,neutral,1.0,0.5,0.0
667,857,relevant,2,high_certainty,positive,negative,1.0,0.5,0.12
668,857,relevant,12,exhaustive,positive,positive,1.0,0.5,0.91
669,857,relevant,9,high_certainty,negative,positive,1.0,0.5,0.0
670,858,relevant,6,exhaustive,negative,negative,1.0,0.0,1.0
671,858,relevant,9,high_certainty,positive,positive,1.0,0.0,0.94
672,858,relevant,8,exhaustive,positive,neutral,1.0,0.0,1.0
673,858,relevant,1,high_certainty,positive,neutral,1.0,0.0,0.59
674,858,relevant,12,non_answer,,neutral,1.0,0.0,0.0
675,858,relevant,10,low_certainty,positive,positive,1.0,0.0,0.58
676,858,relevant,11,low_certainty,negative,positive,1.0,0.0,0.81
677,858,relevant,5,non_answer,,negative,1.0,0.0,0.0
678,858,relevant,3,high_certainty,negative,negative,1.0,0.0,0.8
679,858,relevant,7,low_certainty,positive,neutral,1.0,0.0,0.29
680,871,relevant,2,high_certainty,positive,negative,1.0,1.0,0.61
681,871,relevant,9,non_answer,,negative,1.0,1.0,0.01
682,871,relevant,1,low_certainty,negative,positive,1.0,1.0,0.27
683,871,relevant,11,high_certainty,negative,neutral,1.0,1.0,0.83
684,871,relevant,3,exhaustive,positive,positive,1.0,1.0,1.0
685,871,relevant,6,low_certainty,positive,negative,1.0,1.0,0.4
686,871,relevant,4,exhaustive,negative,neutral,1.0,1.0,1.0
687,871,relevant,10,exhaustive,negative,neutral,1.0,1.0,1.0
688,871,relevant,12,high_certainty,negative,positive,1.0,1.0,0.24
689,871,relevant,8,exhaustive,positive,positive,1.0,1.0,0.59
690,876,relevant,7,exhaustive,positive,positive,1.0,0.5,0.9
691,876,relevant,11,non_answer,,positive,1.0,0.5,0.01
692,876,relevant,10,low_certainty,positive,negative,1.0,0.5,0.66
693,876,relevant,12,exhaustive,negative,neutral,1.0,0.5,1.0
694,876,relevant,8,high_certainty,positive,neutral,1.0,0.5,0.6
695,876,relevant,9,low_certainty,positive,positive,1.0,0.5,0.66
696,876,relevant,5,exhaustive,negative,negative,1.0,0.5,0.95
697,876,relevant,2,high_certainty,negative,neutral,1.0,0.5,0.69
698,876,relevant,3,low_certainty,negative,negative,1.0,0.5,0.55
699,876,relevant,4,non_answer,,negative,1.0,0.5,0.0
700,855,relevant,7,exhaustive,positive,neutral,1.0,1.0,0.8
701,855,relevant,12,exhaustive,negative,negative,1.0,1.0,0.85
702,855,relevant,11,exhaustive,positive,negative,1.0,1.0,1.0
703,855,relevant,2,high_certainty,positive,positive,1.0,1.0,0.45
704,855,relevant,10,non_answer,,negative,1.0,1.0,0.0
705,855,relevant,5,low_certainty,positive,positive,1.0,1.0,0.8
706,855,relevant,6,exhaustive,negative,positive,1.0,1.0,1.0
707,855,relevant,4,low_certainty,negative,neutral,1.0,1.0,0.0
708,855,relevant,3,non_answer,,neutral,1.0,1.0,0.0
709,855,relevant,1,high_certainty,negative,negative,1.0,1.0,0.15
710,859,relevant,3,exhaustive,positive,neutral,1.0,1.0,1.0
711,859,relevant,11,high_certainty,negative,neutral,1.0,1.0,0.35
712,859,relevant,12,high_certainty,positive,negative,1.0,1.0,0.04
713,859,relevant,8,exhaustive,positive,negative,1.0,1.0,0.98
714,859,relevant,6,non_answer,,positive,1.0,1.0,0.0
715,859,relevant,1,low_certainty,positive,negative,1.0,1.0,0.0
716,859,relevant,4,high_certainty,negative,positive,1.0,1.0,0.0
717,859,relevant,10,low_certainty,negative,positive,1.0,1.0,0.09
718,859,relevant,2,low_certainty,positive,neutral,1.0,1.0,0.57
719,859,relevant,7,exhaustive,negative,neutral,1.0,1.0,0.95
720,861,relevant,11,low_certainty,negative,neutral,1.0,1.0,0.95
721,861,relevant,10,non_answer,,neutral,1.0,1.0,0.06
722,861,relevant,6,exhaustive,positive,neutral,1.0,1.0,1.0
723,861,relevant,4,low_certainty,positive,negative,1.0,1.0,0.25
724,861,relevant,5,high_certainty,positive,positive,1.0,1.0,0.8
725,861,relevant,12,exhaustive,positive,positive,1.0,1.0,1.0
726,861,relevant,3,high_certainty,negative,negative,1.0,1.0,0.35
727,861,relevant,9,exhaustive,negative,negative,1.0,1.0,1.0
728,861,relevant,2,non_answer,,positive,1.0,1.0,0.11
729,861,relevant,1,high_certainty,negative,neutral,1.0,1.0,0.6
730,864,relevant,11,high_certainty,negative,neutral,1.0,0.5,0.7
731,864,relevant,2,non_answer,,positive,1.0,0.5,0.09
732,864,relevant,9,high_certainty,positive,negative,1.0,0.5,0.8
733,864,relevant,7,exhaustive,positive,negative,1.0,0.5,1.0
734,864,relevant,1,exhaustive,positive,neutral,1.0,0.5,0.97
735,864,relevant,10,low_certainty,positive,negative,1.0,0.5,0.63
736,864,relevant,12,high_certainty,negative,positive,1.0,0.5,0.4
737,864,relevant,8,exhaustive,negative,positive,1.0,0.5,0.97
738,864,relevant,6,low_certainty,negative,neutral,1.0,0.5,0.6
739,864,relevant,3,exhaustive,negative,negative,1.0,0.5,1.0
740,875,relevant,10,low_certainty,negative,negative,1.0,1.0,0.36
741,875,relevant,6,high_certainty,positive,negative,1.0,1.0,0.91
742,875,relevant,1,low_certainty,negative,positive,1.0,1.0,0.61
743,875,relevant,11,high_certainty,negative,neutral,1.0,1.0,0.88
744,875,relevant,2,non_answer,,neutral,1.0,1.0,0.8
745,875,relevant,7,exhaustive,positive,positive,1.0,1.0,1.0
746,875,relevant,4,high_certainty,negative,neutral,1.0,1.0,0.3
747,875,relevant,8,exhaustive,negative,positive,1.0,1.0,0.54
748,875,relevant,5,low_certainty,positive,negative,1.0,1.0,0.68
749,875,relevant,12,exhaustive,negative,neutral,1.0,1.0,1.0
750,882,relevant,12,non_answer,,negative,1.0,0.5,0.04
751,882,relevant,10,non_answer,,neutral,1.0,0.5,0.0
752,882,relevant,4,high_certainty,positive,neutral,1.0,0.5,1.0
753,882,relevant,7,high_certainty,negative,neutral,1.0,0.5,0.59
754,882,relevant,11,high_certainty,positive,negative,1.0,0.5,0.51
755,882,relevant,5,exhaustive,positive,positive,1.0,0.5,1.0
756,882,relevant,9,low_certainty,negative,negative,1.0,0.5,0.75
757,882,relevant,2,low_certainty,positive,positive,1.0,0.5,0.37
